query_raw,ref_answer
"Context: see maples v. state, 758 so. 2d 1, 25 (ala. crim. app. 1999) (holding that, although the police were armed with guns at the time of the search, there was no indication that they used the guns to coerce the appellant into consenting to the search).
Question: Is it overruling?
Answer:",No
"Context: 7. child custody: appeal and error.
Question: Is it overruling?
Answer:",No
"Context: three courts of appeals have reached the opposite conclusion on similar facts.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, to the extent our decision in ashness is inconsistent with this opinion, we decline to follow it.
Question: Is it overruling?
Answer:",Yes
"Context: suding did not request a continuance and thus the issue is waived.
Question: Is it overruling?
Answer:",No
"Context: [20] after an arrest is made, the arresting officer may search the person to """"'remove any weapons that the latter might seek to use in order to resist arrest or effect his escape'"""" and also """"'to search for or seize any evidence on the arrestee's person in order to prevent its concealment or destruction.'""""
Question: Is it overruling?
Answer:",No
"Context: id. at 657 n. 6.
Question: Is it overruling?
Answer:",No
"Context: contrary to the grandmother's contention on appeal, under the circumstances of this case, there was a binding and effective waiver by her of the right to counsel (cf. matter of soto v willis, 143 ad3d 728, 729-730).
Question: Is it overruling?
Answer:",No
"Context: to the extent mattias and subsequent cases suggest otherwise, we disavow them.
Question: Is it overruling?
Answer:",Yes
"Context: he asserts that the jury saw deputies escorting him to the lock up, which he contends is the equivalent of visible shackling.
Question: Is it overruling?
Answer:",No
"Context: douglas also requests a 28 u.s.c.  2254(e) evidentiary hearing on the question of whether the state disclosed the cad report before trial.
Question: Is it overruling?
Answer:",No
"Context: for that reason, it is more consistent with mcdonnell douglas than matthews, which we now overrule.
Question: Is it overruling?
Answer:",Yes
"Context: while the chappells acknowledge that the note stated that the monthly payments would increase after 60 months, they emphasize that the note further specified that the bank would provide notice of the increase as a condition precedent to instituting foreclosure proceedings.
Question: Is it overruling?
Answer:",No
"Context: to the extent united states v. king, 521 f.2d 61 (10th cir. 1975), holds to the contrary, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: thus, we overrule any contrary dicta in hurst to the extent that it may be read as conflicting with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: at the present time, we feel that we should follow the hamilton case and consider the lunkin case overruled.
Question: Is it overruling?
Answer:",Yes
"Context: the statute concerns the admission of """"evidence of a statement made by a witness,"""" so that """"the witness"""" in the statute who """"narrates, describes, or explains an event or condition of which the witness had personal knowledge"""" is the person who gave the prior inconsistent statement that a party seeks to admit.
Question: Is it overruling?
Answer:",No
"Context: also, to the extent that colvin, green, and other cases are in conflict with our holding today, they are overruled.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that copper liquor inc. v. adolph coors co., 684 f.2d 1087 (5th cir. 1982), modified on other grounds en banc, 701 f.2d 542 (5th cir. 1983), held otherwise, it is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: we overrule our prior opinions in state farm mutual auto insurance co. v. kay, 26 utah 2d 195, 487 p.2d 852, and kay v. kay, 30 utah 2d 94, 513 p.2d 1372, to the extent that they are inconsistent with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent it is inconsistent with this analysis, we disapprove
Question: Is it overruling?
Answer:",Yes
"Context: as is relevant here, in the united states a ship can be liable in rem for cargo damage, the idea being that the ship impliedly ratified the shipping contract when the carrier loaded the cargo onboard.
Question: Is it overruling?
Answer:",No
"Context: rules declared valid  smith, john, judge  minnesota department of public safety jack y. perry, jason r. asmus, briggs and morgan, p.a., minneapolis, minnesota (for petitioners) lori swanson, attorney general, stephen d. melchionne, assistant attorney general, st. paul, minnesota (for respondents) considered and decided by halbrooks, presiding judge; rodenberg, judge; and smith, john, judge.
Question: Is it overruling?
Answer:",No
"Context: to the extent the daum language may be construed to sanction the award of interest on interest in the absence of an agreement for such payment, it is disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: ##note: am. fed'n. labor v. unemployment ins. app. bd. is the case at bar, reversed.
Question: Is it overruling?
Answer:",Yes
"Context: 77 so.2d 845 is modified so as to conform to the view expressed herein.
Question: Is it overruling?
Answer:",Yes
"Context: schambach v. afford-a-pool & spa, 7th dist. no. 08 be 15, 2009-ohio-6809,  8, quoting juhasz v. costanzo, 144 ohio app.3d 756, 762, 761 n.e.2d 679 (7th dist.2001).
Question: Is it overruling?
Answer:",No
"Context: app. 2004) (quoting 2003 minn. laws 1st spec. sess. ch. 2, art. 9,  1, at 1446), review denied (minn.
Question: Is it overruling?
Answer:",No
"Context: kelly is disapproved to the extent that it stands for the proposition that any judicial division of community property necessarily precludes the subsequent litigation of community property rights in an asset known to exist at the time of the earlier proceedings, and which could have been adjudicated at that time.
Question: Is it overruling?
Answer:",Yes
"Context: the court stated that failure to cure the deficiencies identified in its order would result in dismissal with prejudice.
Question: Is it overruling?
Answer:",No
"Context: on october 4, 2012, the defendant filed a sora registration form at the swansea police department listing his current address.
Question: Is it overruling?
Answer:",No
"Context: as a result, there simply is no basis for concluding that the 911 call was outcome-determinative.
Question: Is it overruling?
Answer:",No
"Context: in light of the test set forth in brown, supra, it is readily apparent that the language in branch and draper is no longer valid, therefore we expressly overrule the aforementioned language contained in branch and draper.
Question: Is it overruling?
Answer:",Yes
"Context: i thought the principle of new york times v. sullivan secure.
Question: Is it overruling?
Answer:",No
"Context: and we agree.
Question: Is it overruling?
Answer:",No
"Context: and although thompson arguably expressed a desire to have fewer pregnant subordinates, she didn't suggest that fassbender's pregnancy somehow made her unqualified for her position.
Question: Is it overruling?
Answer:",No
"Context: to date, appellant has neither filed a brief nor communicated with the court regarding the appeals.
Question: Is it overruling?
Answer:",No
"Context: finally, agerbrink argues that the contract is unenforceable because msa is an illegal employment agency under new york law. but, as noted above, the court has already rejected this claim in a prior opinion.
Question: Is it overruling?
Answer:",No
"Context: the language and structure of t.r. 75(a) dictate that these cases were wrongly decided.
Question: Is it overruling?
Answer:",Yes
"Context: """"every robber or burglar knows when he attempts to commit his crime that he is inviting dangerous resistance.""""
Question: Is it overruling?
Answer:",No
"Context: defendant's exhibit c shows that officer butler conducted the rfi evaluation in 2008.
Question: Is it overruling?
Answer:",No
"Context: because here, as in workman and in contrast to ex parte new york, the defendant was an entity generally within the jurisdiction of the district court, ex parte new york is inapposite, and workman compels the conclusion that the county is unprotected by sovereign immunity.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent clay holds otherwise, it is hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: we now overrule our prior decisions in williams and nikaido, and hold that wetzel's claim was not time-barred under the applicable statute of limitations.
Question: Is it overruling?
Answer:",Yes
"Context: in din, justice kennedy reiterated that """"respect for the political branches' broad power over the creation and administration of the immigration system"""" meant that the government need provide only a statutory citation to explain a visa denial.
Question: Is it overruling?
Answer:",No
"Context: we disagree with the premise of knowles's argument suggesting that the ptab's claim construction conflicts with mems technology.
Question: Is it overruling?
Answer:",No
"Context: see 691 n.w.2d 726, 729 (iowa 2005).
Question: Is it overruling?
Answer:",No
"Context: ##note: morehart v. county of santa barbara is reversed, not overruled (same line of cases).
Question: Is it overruling?
Answer:",Yes
"Context: parker vi, 873 so.2d at 283.
Question: Is it overruling?
Answer:",No
"Context: turning first to the most important factor, we already have seen that the cursory analysis in division 2 of harrison and its progeny is unsound and inconsistent with the proper interpretation of statutes similar to ocga  5540 (a).
Question: Is it overruling?
Answer:",Yes
"Context: baroid div. of nl indus., inc., 660 f.2d at 446; accord dep't of labor v. occupational safety & health review comm'n, 938 f.2d 1116, 1117-18 (10th cir. 1991).
Question: Is it overruling?
Answer:",No
"Context: any contrary holding inwillswood plantation, inc. v. foret, 391 so.2d 1389 (la.app. 4th cir. 1980) is expressly overruled.
Question: Is it overruling?
Answer:",Yes
"Context: ibid. based on its contract with opm, see app. to pet. for cert. 129a130a, coventry asserted a lien for $6,592.24
Question: Is it overruling?
Answer:",No
"Context: we disapprove britton, supra, 156 cal.app.3d 689, sedillo, supra, 135 cal.app.3d 616, and palmquist, supra, 123 cal.app.3d 1, to the extent they suggest otherwise.
Question: Is it overruling?
Answer:",Yes
"Context: however, to the extent that cervantes, and ex parte mcatee, 599 s.w.2d 335 (tex.crim.app. 1980), indicate that a failure to admonish pursuant to art. 26.13(a)(4) automatically entitles one to post-conviction collateral relief without a showing of harm, they are overruled.
Question: Is it overruling?
Answer:",Yes
"Context: the dioceses' position that private attorneys are not required to take a secrecy oath -- which they carry into the present briefing -- was and is particularly confounding.
Question: Is it overruling?
Answer:",No
"Context: schmidt v. skolas, 770 f.3d 241, 248 (3d cir. 2014).
Question: Is it overruling?
Answer:",No
"Context: the progressive concrete court contrasted the language of section 2673.1, subdivision (g), which deals with claims for unpaid wages in the garment manufacturing industry and adopts the same appeal procedures as section 98.2. section 2673.1 used different language regarding an appeal bond requirement, providing in relevant part that """"[a]s a condition precedent to filing an appeal, the contractor or the guarantor, whichever appeals, shall post a bond with the commissioner in an amount equal to one and one-half times the amount of the award.""""
Question: Is it overruling?
Answer:",No
"Context: to the extent this holding conflicts with the court of appeals' decision in farmers group, inc. v. trimble, 768 p.2d 1243 (colo.app. 1988) (""trimble iii""), we overrule that decision.
Question: Is it overruling?
Answer:",Yes
"Context: tellingly, among her original claims against respondents were claims for fraud and nondisclosure that substantially overlap with those she seeks to assert here.
Question: Is it overruling?
Answer:",No
"Context: upon the authority of odom, we hereby recede from our inadvertent comment in singleton.
Question: Is it overruling?
Answer:",Yes
"Context: however, in both these cases, the children had a permanent, stable home with their biological mothers, and there was """"no expectation that they would ever be put up for adoption""""; thus, termination of these fathers' parental rights was not warranted.
Question: Is it overruling?
Answer:",No
"Context: accordingly, we overrule our contrary holding, on this specific point, in petitto, 767 f.2d at 610.
Question: Is it overruling?
Answer:",Yes
"Context: we conclude remand is necessary given the unique questions involved and the limited facts available to us as an appellate court.
Question: Is it overruling?
Answer:",No
"Context: and in lawrence, which was later superseded in part by statute, seetex.
Question: Is it overruling?
Answer:",Yes
"Context: insofar as the following opinions are inconsistent with this opinion, they are expressly overruled.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent it is contrary to this opinion, george pepperdine foundation v. pepperdine, 126 cal.app.2d 154 [ 271 p.2d 600], is disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: the legislative history informs our interpretation of  1498.
Question: Is it overruling?
Answer:",No
"Context: to the extent that lee v. state, 490 p.2d 1206, 1210 (alaska 1971), holds otherwise, we hereby overrule that case.
Question: Is it overruling?
Answer:",Yes
"Context: fernandes v. dar dev. corp., inc., 222 n.j. 390, 403-04 (2015) (citing townsend v. pierre, 221 n.j. 36, 51 (2015)).
Question: Is it overruling?
Answer:",No
"Context: unlike mr. swann in dover, however, holzhauer did not offer expert testimony to attempt to explain why the escalator malfunctioned.
Question: Is it overruling?
Answer:",No
"Context: the state maintains that the compassionate use act is broader than the act, """"does not involve any of the same oversight,"""" and there """"are no safeguards to prevent abuse.""""
Question: Is it overruling?
Answer:",No
"Context: this sentence is hereby overruled so that the liability between banks involving payment of an item on a forged or unauthorized endorsement will be clearly governed by the decision in the instant case.
Question: Is it overruling?
Answer:",Yes
"Context: although the jury could have concluded appellant was in some state of fear, """"a mere claim of fear"""" by a defendant does not, standing alone, establish the existence of sudden passion arising from an adequate cause.
Question: Is it overruling?
Answer:",No
"Context: in state v. berber, 48 wash. app. 583, 584-85 (wash.
Question: Is it overruling?
Answer:",No
"Context: therefore, we overrule williams, clarify hernandez-hernandez, vacate gonzales's sentence and remand for resentencing.
Question: Is it overruling?
Answer:",Yes
"Context: section 1311(a) contains important exceptions to the prohibition on discharge of pollutants.
Question: Is it overruling?
Answer:",No
"Context: intervening defendants argue that stand up does not apply here because the language of const 1963, art 2,  9, which was at issue in stand up, is substantially different from the language of const 1963, art 12,  2, at issue here.
Question: Is it overruling?
Answer:",No
"Context: any suggestion that our case presents a new phenomenon, then, risks overlooking this long history.
Question: Is it overruling?
Answer:",No
"Context: as this holding departs to greater or less degree from the decisions listed in the second paragraph of this opinion, the latter must be deemed to that extent no longer controlling.
Question: Is it overruling?
Answer:",Yes
"Context: in reaching that conclusion, we recede from the previous holding of this court in hall v. state, 505 so.2d 657, 658 (fla. 2d dca), cause dismissed, 509 so.2d 1117 (fla. 1987), in which we stated that an essential element of proof in regard to the crime of robbery is ""that the accused had the specific intent to permanently deprive the owner of property.
Question: Is it overruling?
Answer:",Yes
"Context: we note that the supreme court has expressly disapproved of the practice of relying on statements in separate opinions to determine whether a case has been overruled.
Question: Is it overruling?
Answer:",Yes
"Context: today, in line with the united states supreme court precedent in macdonald and our court of appeals' admonitions, we hereby overrule our decisions in callaway and in boseman.
Question: Is it overruling?
Answer:",Yes
"Context: in both the adjudicatory and dispositional orders, the court found that the children's presence in the parents' home remained contrary to their welfare and ordered that they remain in an out-of-home placement.
Question: Is it overruling?
Answer:",No
"Context: for these reasons we believe that board of education v. chattin, supra, should be overruled to the extent that it conflicts with the views herein set out.
Question: Is it overruling?
Answer:",Yes
"Context: we disapprove this dicta.
Question: Is it overruling?
Answer:",Yes
"Context: see commonwealth v. beverly, 389 mass. 866, 870 (1983).
Question: Is it overruling?
Answer:",No
"Context: and, porter's cited authority, walton gen. contractors, inc. v. chicago forming, inc., 111 f.3d 1376, 1385 (8th cir. 1997) is inapposite.
Question: Is it overruling?
Answer:",No
"Context:  dissent is instructive, noting specifically that the majority found waiver and suggests, therefore, that any further substantive analysis is
Question: Is it overruling?
Answer:",No
"Context: contrary statements in our opinions are disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: district of columbia, and the dicta in sims v. rives, and wood v. united states, are in conflict with the foregoing statement they are, to that extent, hereby repudiated.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, we are compelled to declare la.civ. code art. 160 unconstitutional as violative of the equal protection clauses of the state and federal constitutions and to overrule loyacano v. loyacano
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that schultz requires executive capacity as the sine quanon of the admission by a party-opponent exception to the hearsay rule, it is incorrect and is overruled.
Question: Is it overruling?
Answer:",Yes
"Context: we overrule so much of kerwin as holds that a criminal defendant is not entitled to inspect and make an analysis of the seized controlled substance.
Question: Is it overruling?
Answer:",Yes
"Context: """" (people v. berryman (1993) 6 cal.4th 1048, 1085, overruled on other grounds in people v. hill (1998) 17 cal.4th 800, 823, fn. 1.)
Question: Is it overruling?
Answer:",No
"Context: in so doing, we realize that we are departing from hinckle v. state, del
Question: Is it overruling?
Answer:",Yes
"Context: see generally lancaster cty. bar ass'n v. s.c. comm'n on indigent def., 380 s.c. 219, 222, 670 s.e.2d 371, 373 (2008) (stating the appellate court will reject a construction of a statute that leads to an absurd result not intended by the legislature).
Question: Is it overruling?
Answer:",No
"Context: and, the persuasive impact of floyd's confessions must be scrutinized in the light of all the   evidence, presented at trial and new.
Question: Is it overruling?
Answer:",No
"Context: the defendants asserted that there were obvious statute-of-limitations problems with the key claims, that publically available court records contradict most of tobey's key factual assertions, and that his attorneys failed to conduct a reasonable investigation prior to filing the action.
Question: Is it overruling?
Answer:",No
"Context: we disapprove the contrary view expressed by the third district court of appeal in fontainebleau hotel corp. v. united filigree corp.
Question: Is it overruling?
Answer:",Yes
"Context: we have reconsidered the rule of those cases in light of our decisions in law and adams, and we today overrule those cases to the extent that they allow parole revocation to be made effective upon the completion of a sentence imposed for an offense while the prisoner was on parole, or to be made effective in futuro upon similar future occurrence or condition.
Question: Is it overruling?
Answer:",Yes
"Context: bank of the united states v. bank of georgia, 10 wheaton, 347; thompson v. riggs, 5 wallace, 678; robinson v. noble, 8 peters, 198; wright v. reid, 3 term, 554; snow v. perry, 9 pickering, 542; 2 greenleaf on evidence,  601.
Question: Is it overruling?
Answer:",No
"Context: siewe v. gonzales, 480 f.3d 160, 170 (2d cir. 2007) (""""[a] single false document or a single instance of false testimony may (if attributable to the petitioner) infect the balance of the alien's uncorroborated or unauthenticated evidence."""").
Question: Is it overruling?
Answer:",No
"Context: we recede from columbia casualty co. v. zimmerman, 62 so.2d 338 (fla. 1952), and the cases which relied upon it to the extent that the columbia casualty decision is in conflict with our answer to the certified question.
Question: Is it overruling?
Answer:",Yes
"Context: insofar as those cases hold that the testimony of a witness given at a former trial, and read at the instant trial, because of the nonavailability of the witness cannot be impeached by contradictory statements made subsequent to the former trial, or by statements made prior thereto but where the impeacher clearly shows that he had no knowledge of such contradictory statements, they are, and each of them is, overruled.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that lopez is inconsistent with this rule, it is hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, the judgment is affirmed.
Question: Is it overruling?
Answer:",No
"Context: in peteja, the court of appeals incorrectly held that whether the investigation involves a felony offense depends upon whether the evidence that was destroyed, altered, or concealed would have tended to demonstrate the commission of a felony.
Question: Is it overruling?
Answer:",Yes
"Context: accordingly, we now adopt that rule and disapprove the court of appeal decision in glende motor, supra, 159 cal.app.3d 389, to the extent that it is contrary to our conclusion.
Question: Is it overruling?
Answer:",Yes
"Context: crossroads also has offender rules consistent with the smoking policy.
Question: Is it overruling?
Answer:",No
"Context: (fsor at p. 20; see also id. at p. 8 [noting standards board's belief that """"requiring all employers with employees working outdoors to determine the wbgt [wet bulb globe temperature] on a continuous, or even intermittent, basis would not substantially contribute to control of employee risk of heat illness while at the same time consuming resources that could have a greater effect implementing control measures, such as providing readily available drinking water along with shade and other means of cooling""""].)
Question: Is it overruling?
Answer:",No
"Context: on the contrary, we hold that forcing green to defend title to cargill's cattle cannot be characterized as an interference with green's property as we have defined such an injury today, and we disapprove of the anomalous holding in bridgers to the extent that it expands the reach of special injury to include the incidental effects of an injunction on those who were not directly targeted by the injunction.
Question: Is it overruling?
Answer:",Yes
"Context: here, there similarly was an accrued claim against his insurer that was held by hensley for payment of health care services that had already been provided by plaintiffs before hensley executed the assignment.
Question: Is it overruling?
Answer:",No
"Context: specifically, we explained:
Question: Is it overruling?
Answer:",No
"Context: see, e.g., hyland v. homeservices of am., inc., 771 f.3d 310, 323 (6th cir. 2014) (affirming district court's holding that """"plaintiffs have not pled an alter ego or piercing the corporate veil claim in their fourth amended complaint and cannot now, when faced with summary judgment, assert this new theory of liability"""" (citation omitted)); counts v. mk-ferguson co., 680 f. supp. 1343, 1347 n.3 (e.d. mo.) (""""plaintiff has not pleaded alter ego liability against this defendant and it would not be possible to hold it liable on this basis given the claims advanced in the second amended complaint.""""),
Question: Is it overruling?
Answer:",No
"Context: it seems to me, to the contrary, that there was virtually nothing more to be said.
Question: Is it overruling?
Answer:",No
"Context: in the instant case, since the subject matter of the cross-examination did not concern prior crimes, acts or misconduct of the accused, a johnson hearing was not required.
Question: Is it overruling?
Answer:",No
"Context: at the very latest, the plaintiff knew in 2012 that dial was unjustly enriched by the plaintiff's work product.
Question: Is it overruling?
Answer:",No
"Context: consequently, according to the sheriff, allowing this statute to summarily result in loss of firearm rights without further judicial process or notice would be confusing and absurd.
Question: Is it overruling?
Answer:",No
"Context: horne was then hired for the position and began on september 29, 2014.
Question: Is it overruling?
Answer:",No
"Context: in this connection, to the extent that our holding conflicts with this court's decision of dugard v. state, 688 s.w.2d 524 (tex.cr.app. 1985), dugard is expressly overruled.
Question: Is it overruling?
Answer:",Yes
"Context: fletcher v. univ. hosps. of cleveland, 120 ohio st.3d 167, 2008-ohio-5379, paragraph one of the syllabus.
Question: Is it overruling?
Answer:",No
"Context: see garrett v. garrett, 111 nev. 972, 973-74, 899 p.2d 1112, 1113-14 (1995) (explaining that the statutory cap is the amount that is established by the nrs 125b.070 formula and serves as the starting point from which the court must begin its calculations when allowing any deviations).
Question: Is it overruling?
Answer:",No
"Context: 490 f.3d 575, 580-81 (7th cir. 2007).
Question: Is it overruling?
Answer:",No
"Context: we, therefore, overrule jackson and its progeny and hold that where the evidence authorizes a finding that a defendant's reckless conduct is an included crime in an aggravated assault, verdicts finding him guilty of both of those offenses are not mutually exclusive.
Question: Is it overruling?
Answer:",Yes
"Context: citing """"the inflexible policy of the yavapai county attorney . . . to automatically seek capital punishment in every case where evidence of at least one statutory aggravating factor was present,"""" the dissent would have """"treat[ed] [the prosecutors'] failure to exercise . . . discretion as a non-statutory mitigating circumstance.""""
Question: Is it overruling?
Answer:",No
"Context: in recognizing yurgel and agreeing with the holding in lamon, we recede from the following three opinions of this court.
Question: Is it overruling?
Answer:",Yes
"Context: because we agree with gordon that the rule of lenity applies, we reverse the trial court's ruling, and in doing so overrule reese, which was wrongly decided on this issue.
Question: Is it overruling?
Answer:",Yes
"Context: we therefore disavow the wording in the willys jeep case and similar wording in other cases and decline to address plaintiffs' argument that idaho code section 391392b is patently absurd when construed as written.
Question: Is it overruling?
Answer:",Yes
"Context: iv. referencing prior lawsuits.
Question: Is it overruling?
Answer:",No
"Context: we approve the decision of the court below and disapprove mayberry v. state, 561 so.2d 1201 (fla. 2d dca 1990), to the extent it conflicts herewith.
Question: Is it overruling?
Answer:",Yes
"Context: initially, in opposition to petitioner's motion for class certification, respondent relied primarily on the governmental operations rule, which provides that class actions are not a superior method for resolving multiple claims against administrative agencies because stare decisis will protect the potential class members by ensuring prospective application of a favorable judgment.
Question: Is it overruling?
Answer:",No
"Context: therefore, we quash the fifth district's decision in taylor and disapprove its decision in cervino v. state, 785 so.2d 631 (fla. 5th dca 2001), to the extent it is inconsistent with this opinion.
Question: Is it overruling?
Answer:",Yes
"Context: certified for partial publication.
Question: Is it overruling?
Answer:",No
"Context: the result the court reaches follows inexorably from roberts and its progeny without any need for overruling that line of cases.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that people v. milton, supra, 55 cal.app.4th 365, people v. allen, supra, 53 cal.app.4th 1127, people v. sanders, supra, 52 cal.app.4th 175, people v. robles, supra, 51 cal.app.4th 627, people v. ervin, supra, 50 cal.app.4th 259, people v. holloway (1996) 47 cal.app.4th 1757 [ 55 cal.rptr.2d 547], people v. howard (1996) 47 cal.app.4th 1526 [ 55 cal.rptr.2d 520], and people v. ramos (1996) 47 cal.app.4th 432 [ 55 cal.rptr.2d 1] are inconsistent with the views expressed in this opinion, they are disapproved.
Question: Is it overruling?
Answer:",Yes
"Context: but see state v. parks, 265 kan. 644, 649, 962 p.2d 486 (1998) (noting victim impact statements could be used by sentencing judge in assessing extent of harm caused by defendant's conduct; and although statement contained information not bearing on that, record did not show court improperly considered it).
Question: Is it overruling?
Answer:",No
"Context: in griffith the court explicitly overruled linkletter and held that in criminal cases, all newly declared rules of law must be applied retroactively to all criminal cases pending on direct review or not yet final  ""with no exception for cases in which the new rule constitutes a `clear break' with the past.
Question: Is it overruling?
Answer:",Yes
"Context: insofar as they would prevent a trial judge from acting in an appealed case on any matter not reviewable under the appeal and granting any proper relief (including forma pauperis authority if entitlement is established), creel v. creel and kliebert v. kliebert are now overruled.
Question: Is it overruling?
Answer:",Yes
"Context: johnson v. state, supra, is overruled along with its progeny.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that these cases directly and indirectly misconstrued the rationale of hedges, they are hereby overruled.
Question: Is it overruling?
Answer:",Yes
"Context: to the extent that the language in johnson supports the plaintiff's position, we now expressly disavow any suggestion that the decision of the statewide bar counsel not to refer a grievance complaint to a screening panel pursuant to  232(a)(2) is essentially unreviewable.
Question: Is it overruling?
Answer:",Yes
"Context: see wis. stat.  808.10 and rule 809.62. cir. ct. nos. 2016tp238
Question: Is it overruling?
Answer:",No
"Context: highlands is therefore overruled, with the approval of the court en banc, with judges byrnes and williams dissenting from the overruling.
Question: Is it overruling?
Answer:",Yes
"Context: in addition, """"a mandatory injunction is the proper means of enforcing a restrictive agreement affecting real estate.""""
Question: Is it overruling?
Answer:",No
"Context: a later case, blackwell v. hustler magazine, inc., 633 f. supp. 870, 871 (s.d.miss.
Question: Is it overruling?
Answer:",Yes
"Context: that average is set based on existing  structures that lie within 250 feet of the applicable measuring point.
Question: Is it overruling?
Answer:",No
"Context: likewise, we have relied on the framework of that section in recognizing the principle that even when an actor's conduct does not create a risk of physical harm, the actor may still owe an affirmative duty of care based on a special relationship.
Question: Is it overruling?
Answer:",No
"Context: tex. code crim. proc. ann. art. 36.31 (west 2006); see melancon v. state, 66 s.w.3d 375, 383 (tex. app.houston [14th dist.] 2001, pet. ref'd) (en banc op. on reh'g).
Question: Is it overruling?
Answer:",No
"Context:  and the village's argument on this point.
Question: Is it overruling?
Answer:",No
"Context: after considering the aba's standards for imposing lawyer sanctions, the committee determined that the baseline sanction is suspension.
Question: Is it overruling?
Answer:",No
"Context: farac v. permanente med. group, 186 f.supp.2d 1042, 1045 (n.d.cal. 2002) ("" circuit city implicitly overruled duffield."");
Question: Is it overruling?
Answer:",Yes
"Context: chavers, 991 s.w.2d at 460
Question: Is it overruling?
Answer:",No
"Context: we therefore hold that diamond ii must be overruled.
Question: Is it overruling?
Answer:",Yes
"Context: """"if any such challenge to the underlying conviction is successful, the defendant may then apply for reopening of his federal sentence.""""
Question: Is it overruling?
Answer:",No
"Context: see commonwealth v. diaz, 448 mass. 286, 288 (2007).
Question: Is it overruling?
Answer:",No
"Context: to the extent that the decision in succession of suggs, supra, is contrary to the view expressed herein, it is expressly overruled.
Question: Is it overruling?
Answer:",Yes
"Context: appellant must show that the trial court would have erred in overruling the objection to show ineffective assistance for a failure to object.
Question: Is it overruling?
Answer:",No
"Context: see franchise tax board v. construction laborers vacation trust, 463 u.s. 1, 13-14, 103 s.ct. 2841, 2848, 77 l.ed.2d 420 (1983); williams v. caterpillar tractor co., 786 f.2d 928, 931-32 (9th cir. 1986) ( williams).
Question: Is it overruling?
Answer:",No
"Context: seepersad's criminal conviction limits our jurisdiction to constitutional claims and colorable questions of law, 8 u.s.c.  1252(a)(2)(c), (d), for which our review is de novo, pierre v. holder, 588 f.3d 767, 772 (2d cir. 2009).
Question: Is it overruling?
Answer:",No
"Context: the supreme court has chosen not """"to prescribe a precise algorithm for determining the proper restitution amount.""""
Question: Is it overruling?
Answer:",No
"Context: furthermore, because a victim of statutory rape cannot be charged with that offense, and thus does not qualify as an accomplice under the general accomplice rule, we specifically overrule all decisions of our court of criminal appeals requiring corroboration of the testimony of victims of statutory rape.
Question: Is it overruling?
Answer:",Yes
"Context: this assignment of error is accordingly overruled.
Question: Is it overruling?
Answer:",No
"Context: in any event, if they are contrary to the result we have reached, we overrule them.
Question: Is it overruling?
Answer:",Yes
"Context: in the instant case, defendant filed a motion requesting, inter alia, primary custody of lauren and modification of the existing visitation terms and provisions, due to issues that had arisen following entry of the first modification order. after a hearing, the trial court concluded, in relevant part:
Question: Is it overruling?
Answer:",No
"Context: moreover, here, as in ankrom, hicks followed the denial of her motion to dismiss the indictment with the entry of a guilty plea.
Question: Is it overruling?
Answer:",No
"Context: writ denied on the showing made in part and denied in part. relator failed to include a copy of the bill of information, the district court's ruling, the state's answer, if any, the boykin transcript, and any other documents from the district court record that might support his ineffective assistance of counsel claim.
Question: Is it overruling?
Answer:",No
"Context: """"if a statute is susceptible of more than one meaning, one of which is constitutional and the other not, we interpret the statute as being consistent with the constitution.""""
Question: Is it overruling?
Answer:",No
"Context: this case bears no resemblance to cordis,   where """"academic norms gave rise to an expectation that disclosures will remain confidential.""""
Question: Is it overruling?
Answer:",No
"Context: 20. an ineffective assistance of counsel claim based on the failure to file a suppression motion is without merit if trial counsel lacked a legal or factual basis to do so.
Question: Is it overruling?
Answer:",No
"Context: the post-conviction court failed to address whether counsel provided ineffective assistance by failing to challenge the petitioner's conviction for aggravated robbery relative to ms. williams in its written order.
Question: Is it overruling?
Answer:",No
"Context: the state objected to this statement, and the trial court sustained the objection, but the state never requested that the jury be instructed to disregard her testimony.
Question: Is it overruling?
Answer:",No
"Context: at the more general level, we must examine the disjunctive list of drug  types - e.g., cocaine, heroin, methamphetamine - covered by california law.
Question: Is it overruling?
Answer:",No
"Context: incompetence may occur at various points after conviction, and it may recede and later reoccur.
Question: Is it overruling?
Answer:",No
"Context: the forest preserve foreclosed and then bought the property at the foreclosure auction.
Question: Is it overruling?
Answer:",No
